label	case	run	exit	expected	secs	nfind	found	found_any	status	date	sha	vsurv	vtotal
glm47flash-gguf-nothink-v3	leak	2	4	4	5	1	1	1
glm47flash-gguf-nothink-v3	clean	2	0	0	5	0	0	0
qwen38-gguf-think-v3	offbyone	1	4	4	165	1	1	1
qwen38-gguf-think-v3	swallow	1	4	4	175	1	1	1
qwen38-gguf-think-v3	boolean	1	4	4	100	1	1	1
qwen38-gguf-think-v3	leak	1	4	4	542	1	1	1
qwen38-gguf-think-v3	clean	1	0	0	70	0	0	0
qwen38-gguf-think-v3	offbyone	2	4	4	95	1	1	1
qwen38-gguf-think-v3	swallow	2	0	4	95	0	0	0
qwen38-gguf-think-v3	boolean	2	4	4	110	1	1	1
qwen38-gguf-think-v3	leak	2	4	4	256	1	1	1
qwen38-gguf-think-v3	clean	2	3	0	115	0	0	0
qwen38-gguf-think-mtp-v3	offbyone	1	4	4	115	1	1	1
qwen38-gguf-think-mtp-v3	swallow	1	4	4	245	1	1	1
qwen38-gguf-think-mtp-v3	boolean	1	4	4	55	1	1	1
qwen38-gguf-think-mtp-v3	leak	1	4	4	186	1	1	1
qwen38-gguf-think-mtp-v3	clean	1	0	0	55	0	0	0
qwen38-gguf-think-mtp-v3	offbyone	2	4	4	361	1	1	1
qwen38-gguf-think-mtp-v3	swallow	2	4	4	260	1	1	1
qwen38-gguf-think-mtp-v3	boolean	2	4	4	90	1	1	1
qwen38-gguf-think-mtp-v3	leak	2	4	4	206	1	1	1
qwen38-gguf-think-mtp-v3	clean	2	0	0	85	0	0	0
qwen38-gguf-nothink-v3	offbyone	1	4	4	70	1	1	1
qwen38-gguf-nothink-v3	swallow	1	4	4	240	2	1	1
qwen38-gguf-nothink-v3	boolean	1	4	4	95	1	1	1
qwen38-gguf-nothink-v3	leak	1	4	4	151	1	1	1
qwen38-gguf-nothink-v3	clean	1	0	0	55	0	0	0
qwen38-gguf-nothink-v3	offbyone	2	4	4	110	1	1	1
qwen38-gguf-nothink-v3	swallow	2	4	4	201	1	1	1
qwen38-gguf-nothink-v3	boolean	2	4	4	60	1	1	1
qwen38-gguf-nothink-v3	leak	2	4	4	280	2	1	1
qwen38-gguf-nothink-v3	clean	2	0	0	86	0	0	0
qwen3coder-gguf-v4	offbyone	1	4	4	10	1	1	1
qwen3coder-gguf-v4	swallow	1	4	4	5	2	1	1
qwen3coder-gguf-v4	boolean	1	4	4	5	1	1	1
qwen3coder-gguf-v4	leak	1	4	4	5	1	1	1
qwen3coder-gguf-v4	clean	1	4	0	10	1	0	0
qwen3coder-gguf-v4	offbyone	2	4	4	5	1	1	1
qwen3coder-gguf-v4	swallow	2	4	4	10	3	1	1
qwen3coder-gguf-v4	boolean	2	4	4	5	1	1	1
qwen3coder-gguf-v4	leak	2	4	4	5	1	1	1
qwen3coder-gguf-v4	clean	2	4	0	5	1	0	0
qwen38-gguf-nothink-v4	offbyone	1	4	4	65	1	1	1
qwen38-gguf-nothink-v4	swallow	1	4	4	216	1	1	1
qwen38-gguf-nothink-v4	boolean	1	4	4	50	1	1	1
qwen38-gguf-nothink-v4	leak	1	4	4	95	1	1	1
qwen38-gguf-nothink-v4	clean	1	0	0	55	0	0	0
qwen38-gguf-nothink-v4	offbyone	2	4	4	90	1	1	1
qwen38-gguf-nothink-v4	swallow	2	4	4	206	1	1	1
qwen38-gguf-nothink-v4	boolean	2	4	4	105	1	1	1
qwen38-gguf-nothink-v4	leak	2	4	4	321	2	1	1
qwen38-gguf-nothink-v4	clean	2	0	0	45	0	0	0
qwen38-mlx-v4	offbyone	1	4	4	146	1	1	1
qwen38-mlx-v4	swallow	1	4	4	285	1	1	1
qwen38-mlx-v4	boolean	1	4	4	55	1	1	1
qwen38-mlx-v4	leak	1	4	4	236	1	1	1
qwen38-mlx-v4	clean	1	3	0	150	0	0	0
qwen38-mlx-v4	offbyone	2	4	4	136	1	1	1
qwen38-mlx-v4	swallow	2	4	4	180	1	1	1
qwen38-mlx-v4	boolean	2	4	4	70	1	1	1
qwen38-mlx-v4	leak	2	4	4	110	1	1	1
qwen38-mlx-v4	clean	2	0	0	56	0	0	0
qwen3coder-gguf-v5	offbyone	1	4	4	5	1	1	1
qwen3coder-gguf-v5	swallow	1	0	4	5	0	0	0
qwen3coder-gguf-v5	boolean	1	4	4	5	1	1	1
qwen3coder-gguf-v5	leak	1	4	4	5	2	1	1
qwen3coder-gguf-v5	clean	1	4	0	5	1	0	0
qwen3coder-gguf-v5	offbyone	2	4	4	5	1	1	1
qwen3coder-gguf-v5	swallow	2	0	4	5	0	0	0
qwen3coder-gguf-v5	boolean	2	4	4	5	1	1	1
qwen3coder-gguf-v5	leak	2	4	4	10	2	1	1
qwen3coder-gguf-v5	clean	2	0	0	5	0	0	0
qwen38-gguf-nothink-v5	offbyone	1	4	4	150	1	1	1
qwen38-gguf-nothink-v5	swallow	1	4	4	211	1	1	1
qwen38-gguf-nothink-v5	boolean	1	4	4	65	1	1	1
qwen38-gguf-nothink-v5	leak	1	4	4	366	1	1	1
qwen38-gguf-nothink-v5	clean	1	0	0	40	0	0	0
qwen38-gguf-nothink-v5	offbyone	2	4	4	85	1	1	1
qwen38-gguf-nothink-v5	swallow	2	4	4	256	2	1	1
qwen38-gguf-nothink-v5	boolean	2	4	4	55	1	1	1
qwen38-gguf-nothink-v5	leak	2	4	4	230	1	1	1
qwen38-gguf-nothink-v5	clean	2	0	0	126	0	0	0
qwen3coder-gguf-v6	offbyone	1	4	4	10	2	1	1
qwen3coder-gguf-v6	swallow	1	0	4	5	0	0	0
qwen3coder-gguf-v6	boolean	1	4	4	5	1	1	1
qwen3coder-gguf-v6	leak	1	4	4	5	2	1	1
qwen3coder-gguf-v6	clean	1	0	0	5	0	0	0
qwen3coder-gguf-v6	offbyone	2	4	4	5	1	1	1
qwen3coder-gguf-v6	swallow	2	0	4	5	0	0	0
qwen3coder-gguf-v6	boolean	2	4	4	10	2	1	1
qwen3coder-gguf-v6	leak	2	4	4	5	2	1	1
qwen3coder-gguf-v6	clean	2	0	0	5	0	0	0
qwen38-gguf-nothink-v6	offbyone	1	4	4	65	1	1	1
qwen38-gguf-nothink-v6	swallow	1	4	4	175	1	1	1
qwen38-gguf-nothink-v6	boolean	1	4	4	105	1	1	1
qwen38-gguf-nothink-v6	leak	1	0	4	176	0	0	0
qwen38-gguf-nothink-v6	clean	1	0	0	95	0	0	0
qwen38-gguf-nothink-v6	offbyone	2	4	4	130	1	1	1
qwen38-gguf-nothink-v6	swallow	2	4	4	156	1	1	1
qwen38-gguf-nothink-v6	boolean	2	4	4	55	1	1	1
qwen38-gguf-nothink-v6	leak	2	4	4	185	1	1	1
qwen38-gguf-nothink-v6	clean	2	0	0	30	0	0	0
qwen38-nothink-ctx48k	offbyone	1	4	4	165	1	1	1
qwen38-nothink-ctx48k	swallow	1	0	4	326	0	0	0
qwen38-nothink-ctx48k	boolean	1	4	4	48	1	1	1
qwen38-nothink-ctx48k	leak	1	4	4	172	1	1	1
qwen38-nothink-ctx48k	clean	1	0	0	49	0	0	0
qwen38-nothink-ctx48k	offbyone	2	4	4	218	1	1	1
qwen38-nothink-ctx48k	swallow	2	4	4	217	1	1	1
qwen38-nothink-ctx48k	boolean	2	4	4	55	1	1	1
qwen38-nothink-ctx48k	leak	2	4	4	115	1	1	1
qwen38-nothink-ctx48k	clean	2	0	0	61	0	0	0
qwen38-nothink-ctx64k	offbyone	1	4	4	116	1	1	1
qwen38-nothink-ctx64k	swallow	1	0	4	48	0	0	0
qwen38-nothink-ctx64k	boolean	1	4	4	74	1	1	1
qwen38-nothink-ctx64k	leak	1	4	4	344	1	1	1
qwen38-nothink-ctx64k	clean	1	0	0	60	0	0	0
qwen38-nothink-ctx64k	offbyone	2	4	4	115	1	1	1
qwen38-nothink-ctx64k	swallow	2	4	4	158	1	1	1
qwen38-nothink-ctx64k	boolean	2	4	4	112	1	1	1
qwen38-nothink-ctx64k	leak	2	4	4	585	1	1	1
qwen38-nothink-ctx64k	clean	2	0	0	115	0	0	0
qwen38-nothink-ctx96k	offbyone	1	4	4	149	1	1	1
qwen38-nothink-ctx96k	swallow	1	4	4	202	1	1	1
qwen38-nothink-ctx96k	boolean	1	4	4	45	1	1	1
qwen38-nothink-ctx96k	leak	1	0	4	286	0	0	0
qwen38-nothink-ctx96k	clean	1	0	0	79	0	0	0
qwen38-nothink-ctx96k	offbyone	2	4	4	119	1	1	1
qwen38-nothink-ctx96k	swallow	2	4	4	205	1	1	1
qwen38-nothink-ctx96k	boolean	2	4	4	61	1	1	1
qwen38-nothink-ctx96k	leak	2	4	4	102	1	1	1
qwen38-nothink-ctx96k	clean	2	0	0	60	0	0	0
qwen38-nothink-angleB	offbyone	1	0	4	57	0	0	0
qwen38-nothink-angleB	swallow	1	0	4	55	0	0	0
qwen38-nothink-angleB	boolean	1	0	4	66	0	0	0
qwen38-nothink-angleB	leak	1	0	4	55	0	0	0
qwen38-nothink-angleB	clean	1	0	0	67	0	0	0
qwen38-nothink-angleB	removedguard	1	4	4	116	1	1	1
qwen38-nothink-angleB	offbyone	2	0	4	111	0	0	0
qwen38-nothink-angleB	swallow	2	0	4	250	0	0	0
qwen38-nothink-angleB	boolean	2	0	4	95	0	0	0
qwen38-nothink-angleB	leak	2	0	4	66	0	0	0
qwen38-nothink-angleB	clean	2	0	0	52	0	0	0
qwen38-nothink-angleB	removedguard	2	4	4	77	1	1	1
qwen38-nothink-rg-default	removedguard	1	4	4	119	1	1	1
qwen38-nothink-rg-default	removedguard	2	4	4	87	1	1	1
qwen38-nothink-purpose	offbyone	1	4	4	118	1	1	1
qwen38-nothink-purpose	swallow	1	4	4	247	1	1	1
qwen38-nothink-purpose	boolean	1	4	4	57	1	1	1
qwen38-nothink-purpose	leak	1	4	4	713	1	1	1
qwen38-nothink-purpose	clean	1	0	0	35	0	0	0
qwen38-nothink-purpose	removedguard	1	4	4	135	1	1	1
qwen38-nothink-purpose	offbyone	2	4	4	114	1	1	1
qwen38-nothink-purpose	swallow	2	4	4	161	1	1	1
qwen38-nothink-purpose	boolean	2	4	4	76	1	1	1
qwen38-nothink-purpose	leak	2	0	4	301	0	0	0
qwen38-nothink-purpose	clean	2	0	0	87	0	0	0
qwen38-nothink-purpose	removedguard	2	4	4	153	1	1	1
qwen38-nothink-purpose-b	offbyone	1	4	4	79	1	1	1
qwen38-nothink-purpose-b	swallow	1	4	4	150	1	1	1
qwen38-nothink-purpose-b	boolean	1	4	4	229	1	1	1
qwen38-nothink-purpose-b	leak	1	4	4	344	1	1	1
qwen38-nothink-purpose-b	clean	1	0	0	72	0	0	0
qwen38-nothink-purpose-b	removedguard	1	4	4	129	1	1	1
qwen38-nothink-purpose-b	leak	2	4	4	160	1	1	1
qwen38-nothink-purpose-b	clean	2	0	0	80	0	0	0
qwen38-nothink-purpose-b	removedguard	2	4	4	178	1	1	1
qwen38-nothink-purpose2	clean	1	0	0	37	0	0	0
qwen38-nothink-purpose2	clean	2	0	0	48	0	0	0
qwen38-nothink-purpose2-b	offbyone	1	4	4	72	1	1	1
qwen38-nothink-purpose2-b	swallow	1	0	4	97	0	0	0
qwen38-nothink-purpose2-b	boolean	1	4	4	61	1	1	1
qwen38-nothink-purpose2-b	leak	1	4	4	139	1	1	1
qwen38-nothink-purpose2-b	clean	1	0	0	76	0	0	0
qwen38-nothink-purpose2-b	removedguard	1	4	4	169	1	1	1
qwen38-nothink-purpose2-b	offbyone	2	4	4	101	1	1	1
qwen38-nothink-purpose2-b	swallow	2	4	4	164	1	1	1
qwen38-nothink-purpose2-b	boolean	2	4	4	57	1	1	1
qwen38-nothink-purpose2-b	leak	2	0	4	274	0	0	0
qwen38-nothink-purpose2-b	clean	2	0	0	83	0	0	0
qwen38-nothink-purpose2-b	removedguard	2	4	4	125	1	1	1
qwen38-nothink-anglSC	stalecomment	1	4	0	92	1	1	1
qwen38-nothink-anglSC	clean	1	0	0	46	0	0	0
qwen38-nothink-anglSC	swallow	1	0	4	54	0	0	0
qwen38-nothink-anglSC	offbyone	1	3	4	266	1	0	0
qwen38-nothink-anglSC	boolean	1	1	4	0	0	0	0
qwen38-nothink-anglSC	leak	1	1	4	0	0	0	0
qwen38-nothink-anglSC	stalecomment	2	1	0	0	0	0	0
qwen38-nothink-anglSC	clean	2	1	0	0	0	0	0
qwen38-nothink-anglSC	swallow	2	1	4	0	0	0	0
qwen38-nothink-anglSC	offbyone	2	1	4	0	0	0	0
qwen38-nothink-anglSC	boolean	2	1	4	0	0	0	0
qwen38-nothink-anglSC	leak	2	1	4	0	0	0	0
qwen38-nothink-sc-default	stalecomment	1	1	0	0	0	0	0
qwen38-nothink-sc-default	stalecomment	2	1	0	0	0	0	0
qwen38-nothink-anglSC-b	stalecomment	1	4	0	76	1	1	1
qwen38-nothink-anglSC-b	clean	1	0	0	55	0	0	0
qwen38-nothink-anglSC-b	swallow	1	0	4	92	0	0	0
qwen38-nothink-anglSC-b	offbyone	1	4	4	163	1	0	0
qwen38-nothink-anglSC-b	boolean	1	4	4	133	1	0	0
qwen38-nothink-anglSC-b	leak	1	0	4	67	0	0	0
qwen38-nothink-anglSC-b	offbyone	2	4	4	224	1	0	0
qwen38-nothink-anglSC-b	boolean	2	4	4	111	1	0	0
qwen38-nothink-anglSC-b	leak	2	0	4	43	0	0	0
qwen38-nothink-sc-default-b	stalecomment	1	4	0	59	1	0	0
qwen38-nothink-sc-default-b	stalecomment	2	4	0	58	1	0	0
qwen38-nothink-anglSC-rm	staleremoval	1	4	0	165	1	1	1
qwen38-nothink-anglSC-rm	staleremoval	2	4	0	142	1	1	1
qwen38-nothink-anglSC-rm	staleremoval	3	4	0	79	1	1	1
qwen38-nothink-rm-default	staleremoval	1	0	0	122	0	0	0
qwen38-nothink-rm-default	staleremoval	2	4	0	332	1	0	0
qwen38-nothink-vfy	offbyone	1	4	4	164	1	1	1
qwen38-nothink-vfy	boolean	1	4	4	135	1	1	1
qwen38-nothink-vfy	swallow	1	4	4	348	1	1	1
qwen38-nothink-vfy	clean	1	0	0	49	0	0	0
qwen38-nothink-vfy	offbyone	2	4	4	165	1	1	1
qwen38-nothink-vfy	boolean	2	4	4	124	1	1	1
qwen38-nothink-vfy	swallow	2	4	4	360	1	1	1
qwen38-nothink-vfy	clean	2	0	0	46	0	0	0
qwen38-nothink-vfy-sc	stalecomment	1	4	0	94	1	1	1
qwen38-nothink-vfy-sc	stalecomment	2	4	0	125	1	1	1
qwen38-nothink-vfy-b	offbyone	1	1	4	0	0	0	0
qwen38-nothink-vfy-b	clean	1	1	0	0	0	0	0
qwen38-nothink-vfy-sc-b	stalecomment	1	1	0	0	0	0	0
qwen38-nothink-vfy-b2	offbyone	1	4	4	248	1	1	1
qwen38-nothink-vfy-b2	clean	1	0	0	43	0	0	0
qwen38-nothink-vfy-sc-b2	stalecomment	1	4	0	127	1	1	1
qwen38-nothink-bold	clean	1	0	0	63	0	0	0
qwen38-nothink-bold	swallow	1	4	4	273	1	1	1
qwen38-nothink-bold	offbyone	1	4	4	206	1	1	1
qwen38-nothink-bold	boolean	1	4	4	126	1	1	1
qwen38-nothink-bold	clean	2	0	0	72	0	0	0
qwen38-nothink-bold	swallow	2	4	4	245	1	1	1
qwen38-nothink-bold	offbyone	2	4	4	126	1	1	1
qwen38-nothink-bold	boolean	2	4	4	181	1	1	1
